training_step, return
1042346,300.0
1042994,450.0
1043625,500.0
1044064,300.0
1044692,600.0
1045172,300.0
1045505,250.0
1046076,500.0
1046541,200.0
1047175,450.0
1047567,150.0
1048176,450.0
1048616,400.0
1049232,400.0
1049767,300.0
1050330,400.0
1050888,500.0
1051368,200.0
1051786,250.0
1052350,300.0
1053232,150.0
1053777,450.0
1054348,400.0
1054856,350.0
1055541,600.0
1056065,300.0
1056475,250.0
1057075,300.0
1057647,150.0
1058190,400.0
1058837,350.0
1059325,300.0
1059867,400.0
1060413,350.0
1061214,500.0
1061658,350.0
1062180,350.0
1062661,250.0
1063190,250.0
1063657,200.0
1064167,200.0
1064494,100.0
1064822,250.0
1065299,300.0
1065949,550.0
1066402,300.0
1066914,350.0
1067569,400.0
1067923,300.0
1068478,250.0
1069085,350.0
1069746,450.0
1070206,400.0
1070673,250.0
1071104,300.0
1071684,500.0
1072321,300.0
1072827,350.0
1073230,350.0
1073673,300.0
1074104,150.0
1074796,250.0
1075173,350.0
1075704,350.0
1076421,550.0
1076944,350.0
1077364,400.0
1077712,200.0
1078060,250.0
1078526,400.0
1079156,550.0
1079726,400.0
1080290,550.0
1080832,400.0
1081356,200.0
1081901,300.0
1082344,200.0
1082878,350.0
1083389,450.0
1083697,200.0
1084233,200.0
1084587,300.0
1085347,300.0
1085939,400.0
1086471,450.0
1086946,300.0
1087525,450.0
1088006,200.0
1088421,250.0
1088818,50.0
1089255,400.0
1089960,450.0
1090533,450.0
1091013,350.0
1091406,250.0
1091930,350.0
1092432,250.0
1092847,100.0
1093488,550.0
1094129,250.0
1094651,450.0
1095281,450.0
1095681,250.0
1096035,200.0
1096661,500.0
1097219,200.0
1097834,250.0
1098358,200.0
1098905,250.0
1099424,200.0
1099792,200.0
1100244,200.0
1100825,450.0
1101309,400.0
1101803,250.0
1102314,300.0
1102856,300.0
1103477,400.0
1104023,350.0
1104613,400.0
1105412,650.0
1105903,300.0
1106438,250.0
1106887,300.0
1107348,300.0
1107914,550.0
1108442,300.0
1109056,400.0
1109755,600.0
1110221,100.0
1110765,450.0
1111229,300.0
1111885,400.0
1112278,200.0
1112724,350.0
1113246,450.0
1113832,400.0
1114358,550.0
1114943,400.0
1115468,350.0
1116011,350.0
1116592,350.0
1117094,400.0
1117690,550.0
1118060,300.0
1118539,200.0
1119091,450.0
1119253,150.0
1119867,400.0
1120416,400.0
1120926,200.0
1121329,200.0
1121698,250.0
1122249,450.0
1122839,300.0
1123336,100.0
1123645,200.0
1124238,400.0
1124780,400.0
1125433,600.0
1125843,250.0
1126415,450.0
1126926,250.0
1127469,400.0
1127946,400.0
1128496,550.0
1129063,600.0
1129576,350.0
1130061,500.0
1130357,300.0
1130970,350.0
1131625,350.0
1132128,100.0
1132721,400.0
1133310,350.0
1133799,200.0
1134261,400.0
1134790,500.0
1135348,200.0
1135812,250.0
1136314,250.0
1137024,650.0
1137651,450.0
1138109,350.0
1138716,200.0
1139287,450.0
1139715,300.0
1140152,350.0
1140567,250.0
1141061,350.0
1141640,450.0
1142191,400.0
1142740,400.0
1143071,200.0
1143667,350.0
1144135,200.0
1144709,350.0
1145275,500.0
1145838,600.0
1146322,350.0
1146706,300.0
1147302,450.0
1147714,200.0
1148208,400.0
1148751,250.0
1149381,450.0
1149944,450.0
1150571,550.0
1151123,500.0
1151685,300.0
1152058,250.0
1152516,300.0
1153013,250.0
1153538,400.0
1154027,250.0
1154484,400.0
1154903,50.0
1155377,300.0
1156025,350.0
1156493,300.0
1156981,250.0
1157608,500.0
1158195,450.0
1158855,250.0
1159418,350.0
1159900,200.0
1160164,200.0
1160440,0.0
1160925,200.0
1161596,550.0
1162197,500.0
1162781,350.0
1163435,500.0
1163890,300.0
1164355,300.0
1164931,250.0
1165629,450.0
1166211,450.0
1166614,50.0
1167039,300.0
1167501,250.0
1168080,400.0
1168613,250.0
1169049,250.0
1169677,450.0
1170208,200.0
1170833,450.0
1171495,450.0
1171996,200.0
1172391,250.0
1172979,350.0
1173507,250.0
1173874,200.0
1174629,300.0
1175144,300.0
1175654,450.0
1176320,250.0
1176691,200.0
1177236,300.0
1177579,250.0
1178060,350.0
1178546,250.0
1179039,400.0
1179507,350.0
1180085,400.0
1180685,550.0
1181294,350.0
1181732,400.0
1182327,300.0
1182744,350.0
1183468,400.0
1184104,550.0
1184439,200.0
1185054,250.0
1185855,250.0
1186401,300.0
1186939,450.0
1187531,400.0
1187966,400.0
1188420,350.0
1188981,350.0
1189506,400.0
1190138,500.0
1190674,300.0
1191151,250.0
1191695,150.0
1192221,300.0
1192783,450.0
1193468,450.0
1194057,550.0
1194667,400.0
1194935,150.0
1195463,300.0
1195999,300.0
1196589,450.0
1197243,350.0
1197730,300.0
1198090,200.0
1198724,350.0
1199374,350.0
1199873,100.0
1200388,350.0
1201052,450.0
1201443,250.0
1202189,250.0
1202823,350.0
1203380,450.0
1204050,100.0
1204471,150.0
1204861,250.0
1205400,200.0
1205881,350.0
1206546,500.0
1207128,550.0
1207585,450.0
1208109,350.0
1208696,500.0
1209260,300.0
1209854,450.0
1210332,350.0
1210939,400.0
1211465,200.0
1212040,450.0
1212480,300.0
1212883,300.0
1213382,100.0
1213775,200.0
1214340,350.0
1214828,300.0
1215389,550.0
1215994,400.0
1216519,350.0
1217291,450.0
1217793,250.0
1218331,500.0
1218942,400.0
1219532,450.0
1220060,300.0
1220554,400.0
1221168,550.0
1221737,350.0
1222282,400.0
1222830,400.0
1223212,250.0
1223474,150.0
1223906,350.0
1224148,100.0
1224732,450.0
1225344,350.0
1225776,200.0
1226258,200.0
1226481,50.0
1226899,350.0
1227184,100.0
1227608,350.0
1227959,100.0
1228434,250.0
1228946,250.0
1229357,300.0
1229647,200.0
1229872,100.0
1230326,300.0
1230989,5350.0
1231335,300.0
1231840,400.0
1232330,200.0
1232766,350.0
1233260,400.0
1233692,300.0
1234311,450.0
1234815,300.0
1235270,300.0
1235895,600.0
1236311,300.0
1236894,300.0
1237362,200.0
1237758,200.0
1238191,350.0
1238824,400.0
1239323,400.0
1239719,300.0
1240305,450.0
1240767,200.0
1241161,300.0
1241625,400.0
1242014,200.0
1242597,200.0
1243160,200.0
1243784,350.0
1244219,250.0
1244852,250.0
1245236,300.0
1245858,200.0
1246402,300.0
1246809,200.0
1247350,300.0
1247853,150.0
1248483,300.0
1249016,500.0
1249448,200.0
1250042,450.0
1250721,400.0
1251298,450.0
1251690,250.0
1252171,200.0
1252739,300.0
1253441,300.0
1254004,450.0
1254514,300.0
1255017,300.0
1255722,350.0
1256348,500.0
1256972,500.0
1257603,350.0
1257999,250.0
1258455,350.0
1259327,5800.0
1259890,450.0
1260327,300.0
1260939,450.0
1261460,400.0
1261967,200.0
1262725,400.0
1263166,200.0
1263563,150.0
1264028,250.0
1264294,150.0
1264807,200.0
1265436,500.0
1265971,250.0
1266551,350.0
1266945,200.0
1267489,250.0
1268007,250.0
1268401,150.0
1268774,250.0
1269445,550.0
1269805,200.0
1270181,300.0
1270659,400.0
1271137,450.0
1271569,300.0
1272140,200.0
1272749,400.0
1273232,200.0
1273850,400.0
1274297,250.0
1274736,200.0
1275000,100.0
1275453,200.0
1276093,500.0
1276602,300.0
1276957,250.0
1277435,300.0
1278021,400.0
1278437,200.0
1278789,200.0
1279305,350.0
1279976,400.0
1280387,200.0
1280803,200.0
1281235,250.0
1281717,250.0
1282353,350.0
1282816,350.0
1283321,450.0
1283783,300.0
1284139,200.0
1284617,250.0
1285030,350.0
1285493,200.0
1286185,350.0
1286736,250.0
1287283,400.0
1287843,250.0
1288440,250.0
1289007,350.0
1289606,300.0
1290164,300.0
1290643,200.0
1291190,350.0
1291886,300.0
1292526,250.0
1293016,150.0
1293412,250.0
1293784,300.0
1294314,300.0
1294785,200.0
1295326,550.0
1295890,300.0
1296598,150.0
1297015,300.0
1297609,300.0
1298097,400.0
1298604,500.0
1298902,200.0
1299350,250.0
1299872,350.0
1300334,100.0
1300773,300.0
1301297,300.0
1301566,150.0
1302187,200.0
1302705,350.0
1303301,400.0
1303939,600.0
1304546,100.0
1305152,400.0
1305692,150.0
1306387,400.0
1306970,250.0
1307490,450.0
1307908,300.0
1308478,300.0
1309033,400.0
1309478,250.0
1309882,200.0
1310467,550.0
1310985,400.0
1311426,350.0
1311905,150.0
1312529,350.0
1313076,300.0
1313599,350.0
1314033,200.0
1314324,250.0
1314827,300.0
1315032,150.0
1315551,400.0
1315922,250.0
1316364,300.0
1316839,400.0
1317404,550.0
1317861,350.0
1318286,200.0
1318787,350.0
1319289,400.0
1319772,150.0
1320242,300.0
1320790,250.0
1321245,250.0
1321942,600.0
1322485,450.0
1323016,250.0
1323534,350.0
1324157,550.0
1324679,500.0
1325310,500.0
1325897,400.0
1326264,350.0
1326743,250.0
1327259,400.0
1327860,500.0
1328436,300.0
1328982,450.0
1329274,200.0
1329867,350.0
1330201,200.0
1330571,350.0
1331140,500.0
1331776,350.0
1332355,450.0
1332601,100.0
1333222,400.0
1333806,600.0
1334251,350.0
1334782,250.0
1335335,400.0
1335933,350.0
1336550,400.0
1336963,300.0
1337471,400.0
1337863,250.0
1338221,250.0
1338841,550.0
1339310,550.0
1339866,500.0
1340280,250.0
1340758,250.0
1341129,400.0
1341651,550.0
1342146,300.0
1342792,650.0
1343148,350.0
1343522,300.0
1343963,300.0
1344430,300.0
1345026,600.0
1345506,350.0
1346018,400.0
1346588,550.0
1347092,300.0
1347629,300.0
1347981,100.0
1348381,250.0
1348901,350.0
1349432,250.0
1349882,400.0
1350305,200.0
1350906,350.0
1351373,250.0
1351786,300.0
1352196,400.0
1352710,300.0
1353227,350.0
1353832,400.0
1354360,450.0
1354644,200.0
1355174,500.0
1355619,400.0
1356277,600.0
1356772,300.0
1357244,350.0
1357731,150.0
1358381,700.0
1359021,550.0
1359423,300.0
1360114,650.0
1360781,500.0
1361368,650.0
1361944,400.0
1362637,700.0
1363139,500.0
1363654,350.0
1364158,500.0
1364658,450.0
1365284,450.0
1365702,350.0
1366175,250.0
1366498,200.0
1366994,250.0
1367551,450.0
1368105,150.0
1368770,600.0
1369345,350.0
1369935,400.0
1370417,250.0
1371051,400.0
1371437,350.0
1372079,500.0
1372713,350.0
1373316,600.0
1373665,150.0
1374160,400.0
1374697,250.0
1375264,250.0
1375612,250.0
1376257,350.0
1376670,350.0
1377169,300.0
1377738,200.0
1378163,250.0
1378697,200.0
1379187,250.0
1379747,450.0
1380157,200.0
1380656,250.0
1381240,400.0
1381809,550.0
1382481,650.0
1382954,300.0
1383539,550.0
1383880,300.0
1384470,450.0
1385100,450.0
1385760,400.0
1386277,250.0
1386970,450.0
1387570,200.0
1388097,150.0
1388514,300.0
1389514,400.0
1390034,350.0
1390837,400.0
1391390,450.0
1391985,300.0
1392607,400.0
1393185,350.0
1393713,450.0
1394227,200.0
1394660,150.0
1395183,350.0
1395580,250.0
1396197,550.0
1396844,350.0
1397385,400.0
1397864,250.0
1398252,250.0
1398818,250.0
1399388,450.0
1399831,350.0
1400374,350.0
1400957,400.0
1401429,350.0
1402058,350.0
1402470,300.0
1403029,500.0
1403807,300.0
1404426,500.0
1404901,350.0
1405410,450.0
1405951,350.0
1406250,250.0
1406650,400.0
1407112,200.0
1407653,500.0
1408308,700.0
1408704,350.0
1409193,300.0
1409809,350.0
1410360,400.0
1410905,450.0
1411466,250.0
1412019,300.0
1412500,200.0
1413024,400.0
1413294,150.0
1413850,350.0
1414335,300.0
1414739,250.0
1415046,100.0
1415535,400.0
1416075,350.0
1416476,100.0
1416996,350.0
1417544,300.0
1418065,250.0
1418566,350.0
1419132,250.0
1419789,600.0
1420373,250.0
1420840,200.0
1421324,150.0
1421792,200.0
1422235,400.0
1422606,300.0
1423281,550.0
1423724,250.0
1424186,150.0
1424625,400.0
1425191,350.0
1425788,400.0
1426263,350.0
1426742,300.0
1427380,450.0
1427979,350.0
1428441,300.0
1428964,350.0
1429427,450.0
1429821,200.0
1430336,500.0
1430909,300.0
1431379,250.0
1431929,100.0
1432483,400.0
1433158,550.0
1433665,300.0
1434368,350.0
1434829,150.0
1435292,100.0
1435803,350.0
1436239,200.0
1436888,650.0
1437496,250.0
1438168,350.0
1438827,450.0
1439286,350.0
1439896,300.0
1440554,350.0
1440862,150.0
1441345,350.0
1442032,600.0
1442478,300.0
1442832,250.0
1443236,300.0
1443737,300.0
1444303,400.0
1444855,400.0
1445192,150.0
1445759,300.0
1446090,150.0
1446773,400.0
1447341,350.0
1447784,250.0
1448413,450.0
1449056,350.0
1449735,400.0
1450201,200.0
1450684,250.0
1451171,200.0
1451756,350.0
1452129,250.0
1452661,150.0
1453159,350.0
1453690,500.0
1454133,250.0
1454590,250.0
1455111,300.0
1455465,300.0
1456018,350.0
1456622,450.0
1457014,250.0
1457434,250.0
1457888,350.0
1458338,250.0
1458897,350.0
1459332,250.0
1459825,250.0
1460376,350.0
1461051,550.0
1461516,150.0
1462112,450.0
1462501,300.0
1462923,200.0
1463538,550.0
1463911,250.0
1464501,550.0
1464920,300.0
1465313,250.0
1465521,50.0
1465745,100.0
1466374,450.0
1466996,600.0
1467580,500.0
1468222,400.0
1468855,500.0
1469393,450.0
1469979,300.0
1470632,500.0
1471174,600.0
1471785,350.0
1472313,450.0
1472840,350.0
1473437,300.0
1473969,300.0
1474318,150.0
1474840,300.0
1475219,350.0
1475792,300.0
1476446,500.0
1477071,500.0
1477655,300.0
1478331,400.0
1478617,250.0
1479005,250.0
1479611,550.0
1480090,350.0
1480467,100.0
1481057,400.0
1481574,400.0
1481980,350.0
1482619,450.0
1483043,250.0
1483408,200.0
1483949,350.0
1484302,250.0
1485006,500.0
1485750,550.0
1486157,300.0
1486527,150.0
1486811,200.0
1487228,250.0
1487513,100.0
1488015,350.0
1488511,400.0
1489034,300.0
1489514,300.0
1490041,300.0
1490639,350.0
1490994,300.0
1491506,300.0
1492068,200.0
1492700,400.0
1493269,350.0
1493638,250.0
1494261,250.0
1494827,350.0
1495390,450.0
1495965,300.0
1496568,350.0
1497064,250.0
1497300,200.0
1497776,450.0
1498388,300.0
1499080,650.0
1499675,450.0
1500128,250.0
1500621,200.0
1501251,350.0
1501734,300.0
1502337,550.0
1502938,450.0
1503459,550.0
1504044,550.0
1504501,100.0
1505015,150.0
1505623,150.0
1506048,400.0
1506395,150.0
1506912,450.0
1507371,550.0
1507657,200.0
1508222,250.0
1508861,400.0
1509480,200.0
1510244,500.0
1510680,350.0
1511311,350.0
1511845,400.0
1512167,200.0
1512638,300.0
1513193,500.0
1513491,200.0
1514170,400.0
1514701,350.0
1515206,150.0
1515671,250.0
1516019,200.0
1516494,400.0
1517104,350.0
1517644,600.0
1518298,350.0
1518755,200.0
1519274,400.0
1519717,150.0
1520088,100.0
1520565,400.0
1521072,300.0
1521413,250.0
1521919,250.0
1522293,150.0
1522788,150.0
1523414,500.0
1523734,100.0
1524212,350.0
1524740,250.0
1525315,200.0
1525880,350.0
1526272,300.0
1526871,500.0
1527482,200.0
1528086,300.0
1528554,450.0
1529061,300.0
1529565,450.0
1530076,250.0
1530574,300.0
1531271,200.0
1531849,400.0
1532309,500.0
1532785,300.0
1533400,250.0
1533714,200.0
1534310,400.0
1534792,350.0
1535358,450.0
1535904,350.0
1536545,450.0
1537043,250.0
1537667,550.0
1538346,400.0
1538525,0.0
1538804,150.0
1539355,300.0
1539928,400.0
1540476,400.0
1540975,300.0
1541596,350.0
1542248,450.0
1542799,400.0
1543461,200.0
1543877,200.0
1544415,400.0
1544999,550.0
1545628,500.0
1546117,300.0
1546680,350.0
1547229,200.0
1547514,100.0
1548099,650.0
1548450,200.0
1548865,50.0
1549198,250.0
1549814,550.0
1550313,350.0
1550749,300.0
1551060,200.0
1551678,450.0
1552102,350.0
1552627,500.0
1553106,400.0
1553577,300.0
1554012,0.0
1554497,250.0
1554856,150.0
1555353,500.0
1555802,400.0
1556335,300.0
1556870,200.0
1557351,500.0
1557686,150.0
1558040,250.0
1558758,400.0
1559148,350.0
1559906,5250.0
1560445,300.0
1560971,450.0
1561405,250.0
1561819,350.0
1562231,250.0
1562773,300.0
1563383,500.0
1563884,300.0
1564374,200.0
1564980,450.0
1565324,350.0
1565822,300.0
1566190,250.0
1566652,250.0
1567186,250.0
1567736,300.0
1568206,400.0
1568700,250.0
1569189,250.0
1569663,400.0
1570286,450.0
1570903,400.0
1571401,300.0
1571982,400.0
1572640,550.0
1573502,5900.0
1573948,250.0
1574475,300.0
1574965,200.0
1575490,350.0
1575958,300.0
1576464,400.0
1577048,400.0
1577512,300.0
1577976,300.0
1578298,250.0
1578947,550.0
1579500,450.0
1580130,600.0
1580637,450.0
1581001,200.0
1581503,300.0
1582052,350.0
1582556,300.0
1583184,600.0
1583672,400.0
1584201,300.0
1584583,250.0
1585213,400.0
1585841,600.0
1586337,600.0
1586663,200.0
1587257,450.0
1587836,400.0
1588300,350.0
1588518,150.0
1588979,450.0
1589382,350.0
1589951,400.0
1590251,250.0
1590865,650.0
1591324,200.0
1591676,300.0
1591970,150.0
1592605,550.0
1593105,400.0
1593312,100.0
1593790,350.0
1594317,400.0
1594867,550.0
1595329,400.0
1595926,500.0
1596593,500.0
1597109,350.0
1597571,200.0
1598118,250.0
1598664,400.0
1599252,600.0
1599916,450.0
1600466,250.0
1600796,150.0
1601471,650.0
1601984,250.0
1602464,400.0
1602758,150.0
1603361,450.0
1603702,300.0
1604390,500.0
1604871,350.0
1605444,400.0
1605947,300.0
1606254,200.0
1606810,300.0
1607341,350.0
1607757,300.0
1608099,300.0
1608301,150.0
1608755,50.0
1609229,250.0
1609879,600.0
1610359,150.0
1610854,250.0
1611143,300.0
1611337,200.0
1611837,300.0
1612500,550.0
1612998,300.0
1613466,250.0
1613965,300.0
1614547,550.0
1615061,450.0
1615451,300.0
1615953,300.0
1616327,300.0
1616613,200.0
1617227,350.0
1617617,400.0
1618005,200.0
1618527,450.0
1618939,250.0
1619522,500.0
1620167,600.0
1620831,500.0
1621276,450.0
1621989,400.0
1622586,400.0
1623137,400.0
1623975,650.0
1624515,250.0
1625041,350.0
1625581,400.0
1626129,450.0
1626440,50.0
1626825,300.0
1627293,200.0
1627660,300.0
1628037,300.0
1628833,300.0
1629424,400.0
1629952,450.0
1630444,300.0
1630885,200.0
1631409,400.0
1632038,350.0
1632534,350.0
1632851,200.0
1633345,400.0
1633871,250.0
1634289,350.0
1635034,300.0
1635427,300.0
1636002,400.0
1636553,300.0
1637054,350.0
1637485,450.0
1637942,400.0
1638385,500.0
1638893,500.0
1639509,450.0
1639963,250.0
1640501,550.0
1640771,250.0
1641265,400.0
1641853,200.0
1642504,350.0
1643083,250.0
1643543,100.0
1644134,450.0
1644757,550.0
1645332,350.0
1645863,400.0
1646491,550.0
1647116,300.0
1647673,400.0
1648180,250.0
1648834,400.0
1649451,200.0
1650196,350.0
1650771,350.0
1651452,400.0
1651701,150.0
1652151,250.0
1652721,450.0
1653315,400.0
1653843,450.0
1654201,300.0
1654765,300.0
1655445,550.0
1655940,350.0
1656461,400.0
1657077,350.0
1657728,450.0
1658354,350.0
1658803,300.0
1659384,350.0
1660085,700.0
1660575,550.0
1660875,350.0
1661272,400.0
1661811,350.0
1662236,300.0
1662804,450.0
1663305,450.0
1663934,550.0
1664372,350.0
1664864,250.0
1665320,300.0
1666074,500.0
1666479,350.0
1667021,450.0
1667600,450.0
1667939,200.0
1668519,400.0
1668897,400.0
1669451,450.0
1669949,400.0
1670446,200.0
1671094,500.0
1671646,350.0
1672217,500.0
1672722,300.0
1673040,50.0
1673593,400.0
1674217,650.0
1674755,400.0
1675369,300.0
1675998,350.0
1676493,350.0
1677064,500.0
1677508,450.0
1678105,450.0
1678593,500.0
1679237,550.0
1679862,550.0
1680315,450.0
1680851,250.0
1681411,350.0
1681922,300.0
1682403,450.0
1682998,500.0
1683541,400.0
1684151,500.0
1684741,300.0
1685223,250.0
1685820,500.0
1686255,250.0
1686834,500.0
1687414,500.0
1687954,500.0
1688597,550.0
1689051,400.0
1689587,450.0
1690116,450.0
1690569,400.0
1691251,500.0
1691712,350.0
1692070,150.0
1692555,250.0
1693135,350.0
1693574,350.0
1694029,400.0
1694635,550.0
1695213,450.0
1695636,300.0
1696226,400.0
1696728,400.0
1697223,300.0
1697895,550.0
1698442,300.0
1699006,450.0
1699512,400.0
1700145,650.0
1700676,300.0
1701153,550.0
1701713,250.0
1702252,450.0
1702697,400.0
1703051,200.0
1703370,150.0
1703810,250.0
1704335,300.0
1705006,550.0
1705486,500.0
1705756,150.0
1706279,350.0
1706705,300.0
1707304,400.0
1708020,600.0
1708547,400.0
1708777,100.0
1709202,200.0
1709765,450.0
1710285,450.0
1711053,450.0
1711681,500.0
1712140,200.0
1712579,200.0
1713165,400.0
1713766,500.0
1714433,600.0
1715050,400.0
1715640,300.0
1716186,250.0
1716606,300.0
1717245,550.0
1717847,500.0
1718189,250.0
1718823,400.0
1719248,250.0
1719599,200.0
1720070,450.0
1720726,400.0
1721349,550.0
1721975,650.0
1722538,350.0
1723087,300.0
1723591,400.0
1724082,450.0
1724656,450.0
1725129,400.0
1725579,300.0
1726251,700.0
1726705,250.0
1727166,300.0
1727885,600.0
1728479,550.0
1728969,300.0
1729489,300.0
1730014,350.0
1730625,500.0
1731289,650.0
1731749,300.0
1732694,350.0
1733254,200.0
1733647,350.0
1734143,300.0
1734587,500.0
1735167,450.0
1735821,450.0
1736417,400.0
1736971,400.0
1737496,300.0
1738100,600.0
1738458,200.0
1738700,50.0
1739289,600.0
1739659,250.0
1740174,500.0
1740834,550.0
1741423,450.0
1742026,550.0
1742812,5800.0
1743396,400.0
1743925,350.0
1744354,350.0
1744900,450.0
1745350,300.0
1745777,400.0
1746321,500.0
1746768,400.0
1747315,300.0
1747780,150.0
1748162,150.0
1748830,500.0
1749319,250.0
1749839,450.0
1750400,300.0
1750899,400.0
1751359,200.0
1752057,450.0
1752518,250.0
1753131,300.0
1753672,550.0
1754127,250.0
1754562,200.0
1755119,300.0
1755714,250.0
1756125,250.0
1756721,350.0
1757242,450.0
1757658,350.0
1758176,300.0
1758788,450.0
1759262,300.0
1759866,550.0
1760132,200.0
1760533,300.0
1761011,300.0
1761518,200.0
1762065,350.0
1762599,450.0
1763212,450.0
1763456,50.0
1764019,500.0
1764543,350.0
1765043,400.0
1765330,200.0
1765782,150.0
1766367,500.0
1766954,350.0
1767554,450.0
1768140,450.0
1768550,400.0
1769056,400.0
1769590,400.0
1770078,300.0
1770686,550.0
1771105,250.0
1771581,250.0
1771825,150.0
1772216,400.0
1772790,450.0
1773086,200.0
1773545,450.0
1774140,150.0
1774724,400.0
1775495,450.0
1776012,450.0
1776406,300.0
1777011,300.0
1777605,450.0
1778139,400.0
1778578,250.0
1779023,300.0
1779553,200.0
1779991,400.0
1780450,400.0
1781016,250.0
1781526,400.0
1781791,200.0
1782182,250.0
1782720,200.0
1783209,300.0
1783744,400.0
1784293,300.0
1784862,200.0
1785381,350.0
1785673,200.0
1785989,100.0
1786567,450.0
1786906,250.0
1787406,400.0
1788020,550.0
1788481,300.0
1789094,400.0
1789589,200.0
1789743,0.0
1790265,400.0
1790566,150.0
1791065,350.0
1791285,200.0
1791717,300.0
1792191,450.0
1792706,350.0
1793593,450.0
1794119,450.0
1794696,600.0
1794981,200.0
1795480,350.0
1795987,250.0
1796496,250.0
1796928,300.0
1797359,400.0
1797877,500.0
1798198,200.0
1798779,250.0
1799072,150.0
1799630,450.0
1800207,500.0
1800779,400.0
1801275,300.0
1801694,300.0
1802156,400.0
1802661,400.0
1803013,300.0
1803431,250.0
1804016,450.0
1804476,350.0
1805034,500.0
1805592,500.0
1806024,250.0
1806493,350.0
1807101,250.0
1807660,450.0
1808157,350.0
1808701,300.0
1809072,250.0
1809603,400.0
1810075,400.0
1810772,250.0
1811319,450.0
1811817,200.0
1812122,250.0
1812466,300.0
1813121,550.0
1813515,350.0
1814073,500.0
1814680,550.0
1815241,400.0
1815875,350.0
1816372,400.0
1816898,350.0
1817226,150.0
1817726,450.0
1818296,350.0
1818682,200.0
1819120,250.0
1819616,400.0
1820202,650.0
1820939,550.0
1821500,450.0
1822019,500.0
1822549,350.0
1823120,400.0
1823652,450.0
1824076,350.0
1824381,200.0
1825046,500.0
1825783,550.0
1826376,350.0
1826799,250.0
1827236,200.0
1827759,150.0
1828121,150.0
1828650,350.0
1829184,300.0
1829665,250.0
1830300,250.0
1830850,300.0
1831331,300.0
1831927,350.0
1832465,500.0
1832990,350.0
1833515,300.0
1834002,350.0
1834620,500.0
1835216,350.0
1835637,300.0
1836150,250.0
1836623,300.0
1837165,250.0
1837475,100.0
1837809,200.0
1838378,350.0
1838891,250.0
1839409,350.0
1839949,400.0
1840480,500.0
1841052,300.0
1841641,650.0
1842063,200.0
1842693,550.0
1843242,400.0
1843659,150.0
1844208,350.0
1844692,250.0
1845352,650.0
1846033,600.0
1846470,400.0
1847115,600.0
1847740,450.0
1848462,750.0
1848856,300.0
1849480,550.0
1850117,300.0
1850690,500.0
1851193,200.0
1851678,200.0
1852287,550.0
1852850,450.0
1853390,450.0
1853923,250.0
1854526,350.0
1855323,500.0
1855920,500.0
1856369,350.0
1856922,450.0
1857609,600.0
1858201,400.0
1858746,550.0
1859286,350.0
1859896,500.0
1860203,200.0
1860872,550.0
1861434,250.0
1862105,400.0
1862691,550.0
1863307,350.0
1863811,350.0
1864333,400.0
1864900,400.0
1865483,400.0
1865953,250.0
1866261,200.0
1866836,550.0
1867424,450.0
1867869,200.0
1868382,350.0
1869021,400.0
1869343,200.0
1869962,550.0
1870576,500.0
1871152,500.0
1871740,450.0
1872231,350.0
1872678,250.0
1873062,250.0
1873548,350.0
1874156,300.0
1874461,150.0
1874978,450.0
1875611,650.0
1876246,500.0
1876801,500.0
1877239,250.0
1877746,350.0
1878371,650.0
1878827,450.0
1879344,200.0
1879850,400.0
1880497,450.0
1880977,250.0
1881584,600.0
1882175,450.0
1882907,600.0
1883272,300.0
1883815,450.0
1884263,300.0
1884779,400.0
1885171,300.0
1885690,350.0
1886176,350.0
1886721,350.0
1887213,300.0
1887800,200.0
1888503,500.0
1889045,350.0
1889522,450.0
1889885,200.0
1890429,450.0
1890921,100.0
1891523,400.0
1892070,550.0
1892769,700.0
1893203,300.0
1893787,400.0
1894395,400.0
1894853,400.0
1895338,450.0
1895672,300.0
1895927,250.0
1896451,400.0
1896960,350.0
1897461,400.0
1897898,300.0
1898259,250.0
1898841,550.0
1899363,600.0
1899662,200.0
1900053,250.0
1900507,300.0
1901081,500.0
1901584,400.0
1902236,500.0
1902651,500.0
1903333,750.0
1903746,350.0
1904406,600.0
1905019,350.0
1905247,150.0
1905814,500.0
1906197,400.0
1906857,500.0
1907419,400.0
1907985,650.0
1908357,250.0
1908964,500.0
1909389,350.0
1909865,300.0
1910401,350.0
1910847,300.0
1911245,150.0
1912031,650.0
1912540,350.0
1913027,300.0
1913629,450.0
1914175,350.0
1914670,400.0
1914990,300.0
1915568,400.0
1915992,200.0
1916619,300.0
1917241,650.0
1917725,550.0
1918196,400.0
1918718,450.0
1919177,400.0
1919854,650.0
1920170,350.0
1920564,200.0
1921125,450.0
1921634,250.0
1922085,300.0
1922571,400.0
1923154,400.0
1923817,550.0
1924124,300.0
1924641,250.0
1925085,200.0
1925497,300.0
1926087,500.0
1926377,200.0
1926858,400.0
1927144,150.0
1927658,450.0
1927984,200.0
1928650,450.0
1929109,350.0
1929521,250.0
1930017,100.0
1930476,350.0
1931113,600.0
1931558,250.0
1932046,450.0
1932614,250.0
1933091,300.0
1933569,450.0
1934163,500.0
1934635,150.0
1935230,350.0
1935867,500.0
1936219,250.0
1936728,200.0
1937315,450.0
1937958,550.0
1938531,600.0
1939076,400.0
1939510,350.0
1939975,450.0
1940514,200.0
1940991,300.0
1941591,450.0
1942191,450.0
